Nazwa produktu,Producent,actual,Jednostka ceny,Waga,Średnica,Długość,Szerokość,Wysokość,Grubość,Typ pakowania,Jednostki zakupu ,jednostki_magazynowe
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,64,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,64,,60,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,64,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,70,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,70,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,70,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,70,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,70,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,70,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,76,,80,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,20,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,89,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,108,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,108,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,108,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,108,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,108,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,114,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,114,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,114,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,114,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,114,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,140,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,140,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,140,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,140,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,140,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,159,,25,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,159,,30,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,159,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,159,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,159,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,169,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,219,,50,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,169,,100,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,219,,40,karton,1,paczka
Uchwyt TECLIT HA,ROCKWOOL,1,szt,,,,219,,100,karton,1,paczka
TECLIT AT,ROCKWOOL,1,szt,,,50,50,,,karton,1,paczka
TECLIT AT,ROCKWOOL,1,szt,,,50,75,,,karton,1,paczka
TECLIT AT,ROCKWOOL,1,szt,,,50,100,,,karton,1,paczka
TECLIT AT,ROCKWOOL,1,szt,,,20,50,,,karton,1,paczka
TECLIT AT,ROCKWOOL,1,szt,,,20,150,,,karton,1,paczka
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,1,M2,,,2000,1200,,30,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,1,M2,,,2000,1200,,50,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60,ROCKWOOL,1,M2,,,2000,1200,,100,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,1,M2,,,2000,1200,,50,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 60Z z dwustronnym welonem,ROCKWOOL,1,M2,,,2000,1200,,100,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 80,ROCKWOOL,1,M2,,,2000,1200,,15,paleta,1,pełna paleta
INDUSTRIAL BATTS BLACK 80,ROCKWOOL,1,M2,,,2000,1200,,20,paleta,1,pełna paleta
Sternbild,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sternbild,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Sternbild,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Sternbild,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Futura ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Harmony ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Finetta ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Schlicht ,OWA,1,M2,,,600,600,,20,paczka,1,pełna paleta
Universal ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Universal ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
New Sandila NRC ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Multi Alpha ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Multi Alpha ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Cosmos O/N ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Ocean ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Ocean ,OWA,1,M2,,,600,600,,19,paczka,1,pełna paleta
Sinfonia ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Sinfonia ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Bolero ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Bolero ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Bolero ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
Bolero ,OWA,1,M2,,,1200,600,,15,paczka,1,pełna paleta
OWAlux biały,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
OWAlux srebrny,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Harmony smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Harmony smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Futura smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Futura smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Sternbild smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Sternbild smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Finetta smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Finetta smart,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,1,M2,,,1200,600,,14,paczka,1,pełna paleta
New Sandila smart/O ,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
New Sandila smart/N ,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,1,M2,,,600,600,,14,paczka,1,pełna paleta
Schlicht smart ,OWA,1,M2,,,1200,600,,14,paczka,1,pełna paleta
Cosmos ,OWA,1,M2,,,600,600,,20,paczka,1,pełna paleta
Sinfonia C ,OWA,1,M2,,,600,600,,20,paczka,1,pełna paleta
Humancare ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia czarna ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Sinfonia szara ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Sternbild ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Cosmos/O ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
mavroc Cosmos/N ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
sanitas 02 Sternbild ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
sanitas 02 Schlicht ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Brillianto,OWA,1,M2,,,600,600,,12,paczka,1,pełna paleta
Brillianto A ,OWA,1,M2,,,600,600,,15,paczka,1,pełna paleta
Brillianto A ,OWA,1,M2,,,600,1200,,15,paczka,1,pełna paleta
Brillianto A ,OWA,1,M2,,,600,600,,19,paczka,1,pełna paleta
Skrzynka ogniowa,OWA,1,szt,,,600,600,,16,,,
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,7.2,,2000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,7.2,,2600,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,7.2,,3000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,8.1,,2000,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,8.1,,2600,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,8.1,,2750,1200,,9.5,,1,pełna paleta
RIGIPS PRO typ A (GKB),RIGIPS,1,M2,8.1,,3000,1200,,9.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,1,M2,8.4,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,1,M2,8.4,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Hydro typ H2 (GKBI),RIGIPS,1,M2,8.4,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,1,M2,9.3,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,1,M2,9.3,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire F,RIGIPS,1,M2,9.3,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,10.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,10.1,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,12.1,,2000,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,12.1,,2500,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,12.1,,2600,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,12.1,,3000,1200,,15,,1,pełna paleta
RIGIPS PRO Fire+ typ DF (GKF),RIGIPS,1,M2,14.5,,2000,1200,,18,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,1,M2,10.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,1,M2,10.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,1,M2,10.1,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Fire+ Hydro typ DFH2 (GKFI),RIGIPS,1,M2,12.1,,2600,1200,,15,,1,pełna paleta
RIGIPS 4PROTM,RIGIPS,1,M2,8.8,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM,RIGIPS,1,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Activ'Air®,RIGIPS,1,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Hydro typ H2,RIGIPS,1,M2,8.8,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Hydro typ H2,RIGIPS,1,M2,8.8,,2600,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Fire typ F,RIGIPS,1,M2,9.4,,2000,1200,,12.5,,1,pełna paleta
RIGIPS 4PROTM Fire typ F,RIGIPS,1,M2,9.4,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,1,M2,12,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,1,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku typ A (GKB),RIGIPS,1,M2,12,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Hydro typ H2 (GKBI),RIGIPS,1,M2,12.1,,2000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Hydro typ H2 (GKBI),RIGIPS,1,M2,12.1,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Aku Fire+ typ DF (GKF),RIGIPS,1,M2,12.2,,3000,1200,,12.5,,1,pełna paleta
GLASROC GHS 9 R STORM,RIGIPS,1,M2,7.6,,2700,1200,,9.5,,1,pełna paleta
RIGIPS HABITO®,RIGIPS,1,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS HABITO® H Hydro,RIGIPS,1,M2,12.2,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Duraline,RIGIPS,1,M2,12,,2600,1200,,12.5,,1,pełna paleta
RIGIPS PRO Duraline,RIGIPS,1,M2,14.5,,2600,1200,,15,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,16.3,,2500,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,16.3,,2600,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,16.3,,3000,1195,,12.5,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,12.5,,2500,1195,,10,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,12.5,,3000,1195,,10,,1,pełna paleta
RIGIPS Rigidur H,RIGIPS,1,M2,18,,2640,1249,,15,,1,pełna paleta
RIGIPS PRO Flexi typ D,RIGIPS,1,M2,5.9,,2600,1200,,6.5,,1,pełna paleta
Glasroc F (Riflex) ,RIGIPS,1,M2,6,,2400,1200,,6,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,1,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,1,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
Gyptone BIG Curve,RIGIPS,1,M2,6.5,,2400,1200,,6.5,,1,pełna paleta
GLASROC H Ocean typ GM-FH1,RIGIPS,1,M2,10.5,,2000,1200,,12.5,,1,pełna paleta
GLASROC H Ocean typ GM-FH1,RIGIPS,1,M2,10.5,,2600,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,1,M2,13.5,,900,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,1,M2,13.5,,2500,1200,,12.5,,1,pełna paleta
AQUAROC,RIGIPS,1,M2,13.5,,3000,1200,,12.5,,1,pełna paleta
RIGIPS PRO Kompakt typ A,RIGIPS,1,M2,8.6,,1800,900,,12.5,,1,pełna paleta
RIGIPS PRO Kompakt Hydro typ H2,RIGIPS,1,M2,9.3,,1800,900,,12.5,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,1,M2,25.2,,1500,500,,20,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,1,M2,31.4,,1500,500,,25,,1,pełna paleta
RIGIPS Rigidur E,RIGIPS,1,M2,26.8,,1500,500,,30,,1,pełna paleta
RIGIPS RIGISTABIL,RIGIPS,1,M2,11.5,,1800,1250,,12.5,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,12.8,,2000,1200,,15,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,17,,2000,1200,,20,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,21.3,,2000,1200,,25,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,8.5,,2400,1200,,10,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,10.6,,2400,1200,,12.5,,1,pełna paleta
Glasroc F (Ridurit),RIGIPS,1,M2,25.5,,2000,1200,,30,,1,pełna paleta
RIGITONE 6/18,RIGIPS,1,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 6/18,RIGIPS,1,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18,RIGIPS,1,M2,8.76,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18,RIGIPS,1,M2,8.76,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 10/23,RIGIPS,1,M2,8.83,,2001,1196,,12.5,,1,pełna paleta
RIGITONE 10/23,RIGIPS,1,M2,8.83,,2001,1196,,12.5,,1,pełna paleta
RIGITONE 12/25,RIGIPS,1,M2,8.49,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12/25,RIGIPS,1,M2,8.49,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 15/30,RIGIPS,1,M2,8.34,,1998,1200,,12.5,,1,pełna paleta
RIGITONE 15/30,RIGIPS,1,M2,8.34,,1998,1200,,12.5,,1,pełna paleta
RIGITONE 12-20/66,RIGIPS,1,M2,8.39,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 12-20/66,RIGIPS,1,M2,8.39,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8-15-20 Super,RIGIPS,1,M2,9.33,,1960,1200,,12.5,,1,pełna paleta
RIGITONE 8-15-20 Super,RIGIPS,1,M2,9.33,,1960,1200,,12.5,,1,pełna paleta
RIGITONE 12-20-35,RIGIPS,1,M2,9.22,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12-20-35,RIGIPS,1,M2,9.22,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 8/18q,RIGIPS,1,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 8/18q,RIGIPS,1,M2,8.32,,1998,1188,,12.5,,1,pełna paleta
RIGITONE 12/25q,RIGIPS,1,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
RIGITONE 12/25q,RIGIPS,1,M2,7.99,,2000,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 40,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 41,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 42,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 44,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 46,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 47,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG QUATTRO Nr 71,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG LINE Nr 6,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
BIG SIXTO Nr 63,RIGIPS,1,M2,8,,2400,1200,,12.5,,1,pełna paleta
CASOROC,RIGIPS,1,M2,6.2,,600,600,,8,,1,pełna paleta
CASOROC,RIGIPS,1,M2,6.2,,1200,600,,8,,1,pełna paleta
CASOSTAR,RIGIPS,1,M2,6.2,,600,600,,8,,1,pełna paleta
CASOSTAR,RIGIPS,1,M2,6.2,,1200,600,,8,,1,pełna paleta
CASOBIANCA,RIGIPS,1,M2,6.2,,600,600,,8,,1,pełna paleta
CASOBIANCA,RIGIPS,1,M2,6.2,,1200,600,,8,,1,pełna paleta
GYPREX Alba,RIGIPS,1,M2,7.48,,600,600,,9.5,,1,pełna paleta
GYPREX Asepta/Bio,RIGIPS,1,M2,6.9,,600,600,,8,,1,pełna paleta
GYPREX Asepta/Bio,RIGIPS,1,M2,6.9,,600,600,,8,,1,pełna paleta
BASE 31,RIGIPS,1,M2,8,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,1,M2,8,,1200,600,,10,,1,pełna paleta
BASE 31,RIGIPS,1,M2,7.66,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,1,M2,7.66,,600,600,,10,,1,pełna paleta
BASE 31,RIGIPS,1,M2,9.15,,600,600,,12.5,,1,pełna paleta
LINE 4,RIGIPS,1,M2,6.56,,600,600,,10,,1,pełna paleta
LINE 4,RIGIPS,1,M2,6.56,,1200,600,,10,,1,pełna paleta
LINE 4,RIGIPS,1,M2,6.22,,600,600,,10,,1,pełna paleta
LINE 4,RIGIPS,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
POINT 11,RIGIPS,1,M2,7.04,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,1,M2,7.04,,1200,600,,10,,1,pełna paleta
POINT 11,RIGIPS,1,M2,6.7,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,1,M2,6.7,,600,600,,10,,1,pełna paleta
POINT 11,RIGIPS,1,M2,8.05,,600,600,,12.5,,1,pełna paleta
POINT 12,RIGIPS,1,M2,7.58,,600,600,,10,,1,pełna paleta
POINT 12,RIGIPS,1,M2,7.24,,600,600,,10,,1,pełna paleta
POINT 12,RIGIPS,1,M2,8.69,,600,600,,12.5,,1,pełna paleta
POINT 80,RIGIPS,1,M2,5.3,,600,600,,8,,1,pełna paleta
QUATTRO 20,RIGIPS,1,M2,6.56,,600,600,,10,,1,pełna paleta
QUATTRO 20,RIGIPS,1,M2,6.22,,600,600,,10,,1,pełna paleta
QUATTRO 20,RIGIPS,1,M2,6.22,,600,600,,10,,1,pełna paleta
QUATTRO 20,RIGIPS,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
QUATTRO 22,RIGIPS,1,M2,7.26,,600,600,,10,,1,pełna paleta
QUATTRO 22,RIGIPS,1,M2,7.17,,600,600,,10,,1,pełna paleta
QUATTRO 22,RIGIPS,1,M2,8.33,,600,600,,12.5,,1,pełna paleta
QUATTRO 50,RIGIPS,1,M2,6.56,,600,600,,10,,1,pełna paleta
QUATTRO 50,RIGIPS,1,M2,6.22,,600,600,,10,,1,pełna paleta
QUATTRO 50,RIGIPS,1,M2,6.22,,600,600,,10,,1,pełna paleta
QUATTRO 50,RIGIPS,1,M2,7.5,,600,600,,12.5,,1,pełna paleta
QUATTRO 70,RIGIPS,1,M2,5.24,,600,600,,10,,1,pełna paleta
QUATTRO 70,RIGIPS,1,M2,5.2,,600,600,,10,,1,pełna paleta
QUATTRO 70,RIGIPS,1,M2,7.94,,600,600,,12.5,,1,pełna paleta
SIXTO 60,RIGIPS,1,M2,6.64,,600,600,,10,,1,pełna paleta
SIXTO 60,RIGIPS,1,M2,6.97,,600,600,,10,,1,pełna paleta
SIXTO 60,RIGIPS,1,M2,7.6,,600,600,,12.5,,1,pełna paleta
PLANK LINE 8,RIGIPS,1,M2,8,,1800,300,,12.5,,1,pełna paleta
PLANK LINE 8,RIGIPS,1,M2,8,,2400,300,,12.5,,1,pełna paleta
PLANK POINT 15,RIGIPS,1,M2,8,,1800,300,,12.5,,1,pełna paleta
PLANK POINT 15,RIGIPS,1,M2,8,,2400,300,,12.5,,1,pełna paleta
PLANK QUATTRO 55,RIGIPS,1,M2,8,,1800,300,,12.5,,1,pełna paleta
PLANK QUATTRO 55,RIGIPS,1,M2,8,,2400,300,,12.5,,1,pełna paleta
PLANK QUATTRO 75,RIGIPS,1,M2,8,,1800,300,,12.5,,1,pełna paleta
